Sample in Buffer,Sample in Window,TRIGGER,rx_data_valid,rx_data_I[11:0],user_probe_0[4:0],rx_data_Q[11:0],user_probe_1[4:0],valid,bit_out[2:0],phase_out[10:0],tx_data_I[11:0],tx_data_Q[11:0],delta_out[2:0],out_i[11:0],out_q[11:0],bit_in[2:0],bit_in_d1[2:0],data_in_int[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,HEX,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,SIGNED
310,310,0,1,907,11,-421,-5,0,5,1367,783,-1892,4,80,492,5,5,-85
311,311,0,0,74,10,-810,-10,0,5,1367,783,-1892,4,80,492,5,5,-85
312,312,0,1,74,10,-810,-10,0,2,582,783,-1892,4,383,133,2,5,-27
313,313,0,0,-136,-8,-1369,7,0,2,582,783,-1892,4,383,133,2,5,-27
314,314,0,1,-136,-8,-1369,7,1,2,644,783,-1892,4,680,84,2,5,-31
315,315,0,0,-63,1,-1000,-8,1,2,644,783,-1892,4,680,84,2,5,-31
316,316,0,1,-63,1,-1000,-8,0,1,460,-783,1892,5,495,67,1,2,-107
317,317,0,0,-779,-11,-851,13,0,1,460,-783,1892,5,495,67,1,2,-107
318,318,0,1,-779,-11,-851,13,0,0,108,-783,1892,5,496,-292,0,2,-87
319,319,0,0,-1039,-15,-761,7,0,0,108,-783,1892,5,496,-292,0,2,-87
320,320,0,1,-1039,-15,-761,7,1,0,40,-783,1892,5,488,-419,0,2,1
321,321,0,0,-807,-7,-927,1,1,0,40,-783,1892,5,488,-419,0,2,1
322,322,0,1,-807,-7,-927,1,0,0,43,1892,-783,6,543,-287,0,0,86
323,323,0,0,-837,-5,-802,-2,0,0,43,1892,-783,6,543,-287,0,0,86
324,324,0,1,-837,-5,-802,-2,0,7,1875,1892,-783,6,474,-331,7,0,131
325,325,0,0,-857,7,-936,-8,0,7,1875,1892,-783,6,474,-331,7,0,131
326,326,0,1,-857,7,-936,-8,1,7,1818,1892,-783,6,544,-324,7,0,233
327,327,0,0,-714,-10,-805,-5,1,7,1818,1892,-783,6,544,-324,7,0,233
328,328,0,1,-714,-10,-805,-5,0,7,1891,-783,-1892,7,474,-253,7,7,262
329,329,0,0,27,-5,-1183,1,0,7,1891,-783,-1892,7,474,-253,7,7,262
330,330,0,1,27,-5,-1183,1,0,7,1851,-783,-1892,7,565,168,7,7,331
331,331,0,0,117,-11,-1118,2,0,7,1851,-783,-1892,7,565,168,7,7,331
332,332,0,1,117,-11,-1118,2,1,7,1874,-783,-1892,7,518,213,7,7,377
333,333,0,0,394,10,-865,-1,1,7,1874,-783,-1892,7,518,213,7,7,377
334,334,0,1,394,10,-865,-1,0,7,1889,-1892,-783,0,347,323,7,7,408
335,335,0,0,1034,10,-90,6,0,7,1889,-1892,-783,0,347,323,7,7,408
336,336,0,1,1034,10,-90,6,0,0,94,-1892,-783,0,-128,502,0,7,442
337,337,0,0,1373,-3,178,-14,0,0,94,-1892,-783,0,-128,502,0,7,442
338,338,0,1,1373,-3,178,-14,1,0,127,-1892,-783,0,-325,609,0,7,443
339,339,0,0,726,-10,213,-11,1,0,127,-1892,-783,0,-325,609,0,7,443
340,340,0,1,726,-10,213,-11,0,0,243,-1892,-783,1,-233,297,0,0,328
341,341,0,0,-773,-5,588,12,0,0,243,-1892,-783,1,-233,297,0,0,328
342,342,0,1,-773,-5,588,12,0,2,593,-1892,-783,1,-126,-469,2,0,375
343,343,0,0,-1200,-16,700,-4,0,2,593,-1892,-783,1,-126,-469,2,0,375
344,344,0,1,-1200,-16,700,-4,1,2,671,-1892,-783,1,-83,-689,2,0,344
345,345,0,0,-498,14,388,4,1,2,671,-1892,-783,1,-83,-689,2,0,344
346,346,0,1,-498,14,388,4,0,2,728,-783,-1892,2,-79,-306,2,2,256
347,347,0,0,755,-13,-606,2,0,2,728,-783,-1892,2,-79,-306,2,2,256
348,348,0,1,755,-13,-606,2,0,5,1451,-783,-1892,2,148,459,5,2,213
349,349,0,0,1202,-14,-730,6,0,5,1451,-783,-1892,2,148,459,5,2,213
350,350,0,1,1202,-14,-730,6,1,5,1498,-783,-1892,2,113,692,5,2,123
351,351,0,0,363,11,-450,-2,1,5,1498,-783,-1892,2,113,692,5,2,123
352,352,0,1,363,11,-450,-2,0,5,1455,1892,-783,3,143,250,5,5,76
353,353,0,0,-1015,9,-24,8,0,5,1455,1892,-783,3,143,250,5,5,76
354,354,0,1,-1015,9,-24,8,0,1,411,1892,-783,3,180,-474,1,5,49
355,355,0,0,-1525,11,-38,-6,0,1,411,1892,-783,3,180,-474,1,5,49
356,356,0,1,-1525,11,-38,-6,1,1,460,1892,-783,3,259,-717,1,5,-27
357,357,0,0,-939,-11,275,-13,1,1,460,1892,-783,3,259,-717,1,5,-27
358,358,0,1,-939,-11,275,-13,0,1,343,-783,1892,4,3,-488,1,1,14
359,359,0,0,32,0,884,-12,0,1,343,-783,1892,4,3,-488,1,1,14
360,360,0,1,32,0,884,-12,0,6,1654,-783,1892,4,-430,-104,6,1,24
361,361,0,0,15,15,1369,-7,0,6,1654,-783,1892,4,-430,-104,6,1,24
362,362,0,1,15,15,1369,-7,1,6,1647,-783,1892,4,-663,-170,6,1,41
363,363,0,0,202,10,1054,-2,1,6,1647,-783,1892,4,-663,-170,6,1,41
364,364,0,1,202,10,1054,-2,0,6,1537,783,-1892,5,-536,-23,6,6,168
365,365,0,0,712,8,769,1,0,6,1537,783,-1892,5,-536,-23,6,6,168
366,366,0,1,712,8,769,1,0,4,1101,783,-1892,5,-459,252,4,6,219
367,367,0,0,1028,4,781,13,0,4,1101,783,-1892,5,-459,252,4,6,219
368,368,0,1,1028,4,781,13,1,4,1105,783,-1892,5,-505,400,4,6,266
369,369,0,0,919,-9,853,-11,1,4,1105,783,-1892,5,-505,400,4,6,266
370,370,0,1,919,-9,853,-11,0,4,1036,-1892,783,6,-529,336,4,4,382
371,371,0,0,739,3,857,-7,0,4,1036,-1892,783,6,-529,336,4,4,382
372,372,0,1,739,3,857,-7,0,3,861,-1892,783,6,-519,224,3,4,417
373,373,0,0,980,-12,799,-1,0,3,861,-1892,783,6,-519,224,3,4,417
374,374,0,1,980,-12,799,-1,1,3,806,-1892,783,6,-534,337,3,4,507
375,375,0,0,603,-5,922,-6,1,3,806,-1892,783,6,-534,337,3,4,507
376,376,0,1,603,-5,922,-6,0,3,840,783,1892,7,-534,133,3,3,563
377,377,0,0,102,6,1060,4,0,3,840,783,1892,7,-534,133,3,3,563
378,378,0,1,102,6,1060,4,0,3,891,783,1892,7,-510,-151,3,3,568
379,379,0,0,-241,15,1275,-5,0,3,891,783,1892,7,-510,-151,3,3,568
380,380,0,1,-241,15,1275,-5,1,3,841,783,1892,7,-542,-357,3,3,623
381,381,0,0,-292,-4,793,-7,1,3,841,783,1892,7,-542,-357,3,3,623
382,382,0,1,-292,-4,793,-7,0,3,945,1892,783,0,-299,-299,3,3,574
383,383,0,0,-1094,-6,41,9,0,3,945,1892,783,0,-299,-299,3,3,574
384,384,0,1,-1094,-6,41,9,0,4,1117,1892,783,0,223,-500,4,3,609
385,385,0,0,-1416,-8,-146,14,0,4,1117,1892,783,0,223,-500,4,3,609
386,386,0,1,-1416,-8,-146,14,1,4,1213,1892,783,0,377,-603,4,3,548
387,387,0,0,-669,3,-320,0,1,4,1213,1892,783,0,377,-603,4,3,548
388,388,0,1,-669,3,-320,0,0,4,1279,1892,783,1,296,-222,4,4,421
389,389,0,0,696,-8,-470,10,0,4,1279,1892,783,1,296,-222,4,4,421
390,390,0,1,696,-8,-470,10,0,6,1672,1892,783,1,54,415,6,4,413
391,391,0,0,1229,13,-743,-7,0,6,1672,1892,783,1,54,415,6,4,413
392,392,0,1,1229,13,-743,-7,1,6,1718,1892,783,1,44,715,6,4,359
393,393,0,0,491,11,-242,14,1,6,1718,1892,783,1,44,715,6,4,359
394,394,0,1,491,11,-242,14,0,7,1839,783,1892,2,0,273,7,6,440
395,395,0,0,-808,-8,532,-12,0,7,1839,783,1892,2,0,273,7,6,440
396,396,0,1,-808,-8,532,-12,0,1,470,783,1892,2,-81,-477,1,6,354
397,397,0,0,-1133,-13,832,0,0,1,470,783,1892,2,-81,-477,1,6,354
398,398,0,1,-1133,-13,832,0,1,1,492,783,1892,2,-153,-686,1,6,246
399,399,0,0,-483,-3,483,3,1,1,492,783,1892,2,-153,-686,1,6,246
400,400,0,1,-483,-3,483,3,0,2,512,-1892,783,3,-132,-315,2,1,118
401,401,0,0,1090,2,-50,14,0,2,512,-1892,783,3,-132,-315,2,1,118
402,402,0,1,1090,2,-50,14,0,5,1482,-1892,783,3,-202,505,5,1,44
403,403,0,0,1484,12,25,-7,0,5,1482,-1892,783,3,-202,505,5,1,44
404,404,0,1,1484,12,25,-7,1,5,1465,-1892,783,3,-293,680,5,1,-13
405,405,0,0,838,6,-325,-5,1,5,1465,-1892,783,3,-293,680,5,1,-13
406,406,0,1,838,6,-325,-5,0,5,1407,783,-1892,4,7,448,5,5,-12
407,407,0,0,109,13,-864,0,0,5,1407,783,-1892,4,7,448,5,5,-12
408,408,0,1,109,13,-864,0,0,2,636,783,-1892,4,395,181,2,5,-8
409,409,0,0,-102,-6,-1341,3,0,2,636,783,-1892,4,395,181,2,5,-8
410,410,0,1,-102,-6,-1341,3,1,2,644,783,-1892,4,658,131,2,5,-12
411,411,0,0,-160,0,-1014,10,1,2,644,783,-1892,4,658,131,2,5,-12
412,412,0,1,-160,0,-1014,10,0,1,508,-783,1892,5,509,47,1,2,-136
413,413,0,0,-690,14,-837,-5,0,1,508,-783,1892,5,509,47,1,2,-136
414,414,0,1,-690,14,-837,-5,0,0,139,-783,1892,5,489,-231,0,2,-147
415,415,0,0,-1051,5,-781,-13,0,0,139,-783,1892,5,489,-231,0,2,-147
416,416,0,1,-1051,5,-781,-13,1,0,63,-783,1892,5,506,-412,0,2,-82
417,417,0,0,-854,10,-890,6,1,0,63,-783,1892,5,506,-412,0,2,-82
418,418,0,1,-854,10,-890,6,0,0,29,1892,-783,6,535,-304,0,0,17
419,419,0,0,-773,-5,-866,-2,0,0,29,1892,-783,6,535,-304,0,0,17
420,420,0,1,-773,-5,-866,-2,0,7,1905,1892,-783,6,499,-293,7,0,32
421,421,0,0,-926,2,-837,-5,0,7,1905,1892,-783,6,499,-293,7,0,32
422,422,0,1,-926,2,-837,-5,1,7,1826,1892,-783,6,498,-373,7,0,126
423,423,0,0,-655,-15,-906,-10,1,7,1826,1892,-783,6,498,-373,7,0,126
424,424,0,1,-655,-15,-906,-10,0,7,1879,-783,-1892,7,510,-226,7,7,167
425,425,0,0,3,3,-1117,3,0,7,1879,-783,-1892,7,510,-226,7,7,167
426,426,0,1,3,3,-1117,3,0,7,1876,-783,-1892,7,539,138,7,7,211
427,427,0,0,115,-13,-1145,7,0,7,1876,-783,-1892,7,539,138,7,7,211
428,428,0,1,115,-13,-1145,7,1,7,1840,-783,-1892,7,539,199,7,7,291
429,429,0,0,405,-11,-865,-1,1,7,1840,-783,-1892,7,539,199,7,7,291
430,430,0,1,405,-11,-865,-1,0,7,1913,-1892,-783,0,354,317,7,7,298
431,431,0,0,1018,-6,-75,-11,0,7,1913,-1892,-783,0,354,317,7,7,298
432,432,0,1,1018,-6,-75,-11,0,0,81,-1892,-783,0,-117,496,0,7,345
433,433,0,0,1376,0,146,-14,0,0,81,-1892,-783,0,-117,496,0,7,345
434,434,0,1,1376,0,146,-14,1,0,114,-1892,-783,0,-287,628,0,7,359
435,435,0,0,724,-12,236,12,1,0,114,-1892,-783,0,-287,628,0,7,359
436,436,0,1,724,-12,236,12,0,0,237,-1892,-783,1,-236,298,0,0,250
437,437,0,0,-769,-1,589,13,0,0,237,-1892,-783,1,-236,298,0,0,250
438,438,0,1,-769,-1,589,13,0,2,587,-1892,-783,1,-144,-463,2,0,303
439,439,0,0,-1155,-3,695,-9,0,2,587,-1892,-783,1,-144,-463,2,0,303
440,440,0,1,-1155,-3,695,-9,1,2,650,-1892,-783,1,-115,-663,2,0,293
441,441,0,0,-592,-16,391,7,1,2,650,-1892,-783,1,-115,-663,2,0,293
442,442,0,1,-592,-16,391,7,0,2,729,-783,-1892,2,-73,-347,2,2,204
443,443,0,0,901,5,-618,-10,0,2,729,-783,-1892,2,-73,-347,2,2,204
444,444,0,1,901,5,-618,-10,0,5,1438,-783,-1892,2,140,527,5,2,174
445,445,0,0,1052,-4,-729,7,0,5,1438,-783,-1892,2,140,527,5,2,174
446,446,0,1,1052,-4,-729,7,1,5,1481,-783,-1892,2,155,619,5,2,101
447,447,0,0,487,7,-429,-13,1,5,1481,-783,-1892,2,155,619,5,2,101
448,448,0,1,487,7,-429,-13,0,5,1469,1892,-783,3,116,302,5,5,40
449,449,0,0,-1082,6,-76,-12,0,5,1469,1892,-783,3,116,302,5,5,40
450,450,0,1,-1082,6,-76,-12,0,1,427,1892,-783,3,207,-501,1,5,-3
451,451,0,0,-1552,-16,66,2,0,1,427,1892,-783,3,207,-501,1,5,-3
452,452,0,1,-1552,-16,66,2,1,1,433,1892,-783,3,205,-749,1,5,-52
453,453,0,0,-800,0,115,-13,1,1,433,1892,-783,3,205,-749,1,5,-52
454,454,0,1,-800,0,115,-13,0,1,393,-783,1892,4,55,-400,1,1,-61
455,455,0,0,-175,-15,1060,4,0,1,393,-783,1892,4,55,-400,1,1,-61
456,456,0,1,-175,-15,1060,4,0,6,1663,-783,1892,4,-491,-219,6,1,-60
457,457,0,0,249,-7,1227,11,0,6,1663,-783,1892,4,-491,-219,6,1,-60
458,458,0,1,249,-7,1227,11,1,6,1622,-783,1892,4,-625,-23,6,1,-18
459,459,0,0,2,2,1148,-4,1,6,1622,-783,1892,4,-625,-23,6,1,-18
460,460,0,1,2,2,1148,-4,0,6,1580,783,-1892,5,-560,-123,6,6,66
461,461,0,0,831,-1,699,-5,0,6,1580,783,-1892,5,-560,-123,6,6,66
462,462,0,1,831,-1,699,-5,0,4,1160,783,-1892,5,-429,332,4,6,58
463,463,0,0,977,-15,818,-14,0,4,1160,783,-1892,5,-429,332,4,6,58
464,464,0,1,977,-15,818,-14,1,4,1034,783,-1892,5,-502,391,4,6,176
465,465,0,0,899,3,837,5,1,4,1034,783,-1892,5,-502,391,4,6,176
466,466,0,1,899,3,837,5,0,4,1093,-1892,783,6,-507,344,4,4,235
467,467,0,0,824,-8,874,10,0,4,1093,-1892,783,6,-507,344,4,4,235
468,468,0,1,824,-8,874,10,0,3,810,-1892,783,6,-527,288,3,4,321
469,469,0,0,858,-6,789,-11,0,3,810,-1892,783,6,-527,288,3,4,321
470,470,0,1,858,-6,789,-11,1,3,810,-1892,783,6,-487,317,3,4,407
471,471,0,0,754,-14,879,15,1,3,810,-1892,783,6,-487,317,3,4,407
472,472,0,1,754,-14,879,15,0,3,830,783,1892,7,-531,231,3,3,473
473,473,0,0,-106,-10,1149,-3,0,3,830,783,1892,7,-531,231,3,3,473
474,474,0,1,-106,-10,1149,-3,0,3,861,783,1892,7,-529,-229,3,3,508
475,475,0,0,18,-14,1191,7,0,3,861,783,1892,7,-529,-229,3,3,508
476,476,0,1,18,-14,1191,7,1,3,837,783,1892,7,-563,-194,3,3,567
477,477,0,0,-535,9,789,-11,1,3,837,783,1892,7,-563,-194,3,3,567
478,478,0,1,-535,9,789,-11,0,3,892,1892,783,0,-266,-395,3,3,571
479,479,0,0,-927,1,133,5,0,3,892,1892,783,0,-266,-395,3,3,571
480,480,0,1,-927,1,133,5,0,4,1156,1892,783,0,122,-451,4,3,567
481,481,0,0,-1456,-16,-287,1,0,4,1156,1892,783,0,122,-451,4,3,567
482,482,0,1,-1456,-16,-287,1,1,4,1131,1892,783,0,428,-606,4,3,588
483,483,0,0,-738,-2,-182,10,1,4,1131,1892,783,0,428,-606,4,3,588
484,484,0,1,-738,-2,-182,10,0,5,1343,1892,783,1,240,-294,5,4,653
485,485,0,0,839,7,-576,0,0,5,1343,1892,783,1,240,-294,5,4,653
486,486,0,1,839,7,-576,0,0,6,1622,1892,783,1,76,502,6,4,695
487,487,0,0,1059,3,-659,13,0,6,1622,1892,783,1,76,502,6,4,695
488,488,0,1,1059,3,-659,13,1,6,1736,1892,783,1,65,619,6,4,623
489,489,0,0,664,-8,-315,5,1,6,1736,1892,783,1,65,619,6,4,623
490,490,0,1,664,-8,-315,5,0,6,1758,783,1892,2,-8,366,6,6,529
491,491,0,0,-956,4,581,5,0,6,1758,783,1892,2,-8,366,6,6,529
492,492,0,1,-956,4,581,5,0,1,463,783,1892,2,-33,-557,1,6,450
493,493,0,0,-1053,3,844,12,0,1,463,783,1892,2,-33,-557,1,6,450
494,494,0,1,-1053,3,844,12,1,1,478,783,1892,2,-114,-665,1,6,356
495,495,0,0,-487,-7,435,-13,1,1,478,783,1892,2,-114,-665,1,6,356
496,496,0,1,-487,-7,435,-13,0,2,519,-1892,783,3,-80,-317,2,1,477
497,497,0,0,1067,11,3,3,0,2,519,-1892,783,3,-80,-317,2,1,477
498,498,0,1,1067,11,3,3,0,5,1517,-1892,783,3,-234,478,5,1,368
499,499,0,0,1508,4,-21,11,0,5,1517,-1892,783,3,-234,478,5,1,368
500,500,0,1,1508,4,-21,11,1,5,1482,-1892,783,3,-299,692,5,1,294
501,501,0,0,835,3,-271,-15,1,5,1482,-1892,783,3,-299,692,5,1,294
502,502,0,1,835,3,-271,-15,0,5,1455,783,-1892,4,-34,437,5,5,247
503,503,0,0,111,15,-920,8,0,5,1455,783,-1892,4,-34,437,5,5,247
504,504,0,1,111,15,-920,8,0,2,660,783,-1892,4,393,242,2,5,227
505,505,0,0,-145,15,-1310,2,0,2,660,783,-1892,4,393,242,2,5,227
506,506,0,1,-145,15,-1310,2,1,2,643,783,-1892,4,631,185,2,5,224
507,507,0,0,-73,-9,-1023,1,1,2,643,783,-1892,4,631,185,2,5,224
508,508,0,1,-73,-9,-1023,1,0,2,537,-783,1892,5,489,147,2,2,327
509,509,0,0,-799,1,-839,-7,0,2,537,-783,1892,5,489,147,2,2,327
510,510,0,1,-799,1,-839,-7,0,0,180,-783,1892,5,529,-233,0,2,275
511,511,0,0,-932,-4,-774,-6,0,0,180,-783,1892,5,529,-233,0,2,275
512,512,0,1,-932,-4,-774,-6,1,0,93,-783,1892,5,519,-310,0,2,310
513,513,0,0,-969,-9,-902,-6,1,0,93,-783,1892,5,519,-310,0,2,310
514,514,0,1,-969,-9,-902,-6,0,0,94,1892,-783,6,586,-306,0,0,344
515,515,0,0,-689,15,-849,15,0,0,94,1892,-783,6,586,-306,0,0,344
516,516,0,1,-689,15,-849,15,0,7,1914,1892,-783,6,520,-164,7,0,350
517,517,0,0,-980,12,-855,9,0,7,1914,1892,-783,6,520,-164,7,0,350
518,518,0,1,-980,12,-855,9,1,7,1873,1892,-783,6,571,-308,7,0,397
519,519,0,0,-592,-16,-893,3,1,7,1873,1892,-783,6,571,-308,7,0,397
520,520,0,1,-592,-16,-893,3,0,7,1892,-783,-1892,7,522,-114,7,7,425
521,521,0,0,-93,3,-1113,7,0,7,1892,-783,-1892,7,522,-114,7,7,425
522,522,0,1,-93,3,-1113,7,0,7,1949,-783,-1892,7,531,167,7,7,396
523,523,0,0,246,-10,-1154,-2,0,7,1949,-783,-1892,7,531,167,7,7,396
524,524,0,1,246,-10,-1154,-2,1,7,1887,-783,-1892,7,486,332,7,7,429
525,525,0,0,295,7,-861,3,1,7,1887,-783,-1892,7,486,332,7,7,429
526,526,0,1,295,7,-861,3,0,7,1979,-1892,-783,0,335,305,7,7,370
527,527,0,0,1072,-16,-85,11,0,7,1979,-1892,-783,0,335,305,7,7,370
528,528,0,1,1072,-16,-85,11,0,0,98,-1892,-783,0,-181,506,0,7,400
529,529,0,0,1382,6,159,-1,0,0,98,-1892,-783,0,-181,506,0,7,400
530,530,0,1,1382,6,159,-1,1,0,195,-1892,-783,0,-347,601,0,7,333
531,531,0,0,696,-8,260,4,1,0,195,-1892,-783,0,-347,601,0,7,333
532,532,0,1,696,-8,260,4,0,0,240,-1892,-783,1,-262,262,0,0,221
533,533,0,0,-714,-10,514,2,0,0,240,-1892,-783,1,-262,262,0,0,221
534,534,0,1,-714,-10,514,2,0,2,623,-1892,-783,1,-97,-429,2,0,238
535,535,0,0,-1262,-14,786,-14,0,2,623,-1892,-783,1,-97,-429,2,0,238
536,536,0,1,-1262,-14,786,-14,1,2,681,-1892,-783,1,-106,-735,2,0,197
537,537,0,0,-452,-4,293,5,1,2,681,-1892,-783,1,-106,-735,2,0,197
538,538,0,1,-452,-4,293,5,0,3,769,-783,-1892,2,-50,-265,3,2,324
539,539,0,0,757,-11,-529,15,0,3,769,-783,-1892,2,-50,-265,3,2,324
540,540,0,1,757,-11,-529,15,0,5,1464,-783,-1892,2,119,445,5,2,268
541,541,0,0,1167,15,-798,2,0,5,1464,-783,-1892,2,119,445,5,2,268
542,542,0,1,1167,15,-798,2,1,5,1490,-783,-1892,2,172,684,5,2,186
543,543,0,0,429,13,-426,-10,1,5,1490,-783,-1892,2,172,684,5,2,186
544,544,0,1,429,13,-426,-10,0,5,1475,1892,-783,3,128,273,5,5,119
545,545,0,0,-1105,15,12,12,0,5,1475,1892,-783,3,128,273,5,5,119
546,546,0,1,-1105,15,12,12,0,1,428,1892,-783,3,200,-514,1,5,75
547,547,0,0,-1457,15,-106,-10,0,1,428,1892,-783,3,200,-514,1,5,75
548,548,0,1,-1457,15,-106,-10,1,1,432,1892,-783,3,308,-660,1,5,27
549,549,0,0,-941,-13,333,13,1,1,432,1892,-783,3,308,-660,1,5,27
550,550,0,1,-941,-13,333,13,0,1,369,-783,1892,4,-3,-499,1,1,42
551,551,0,0,-12,-12,846,14,0,1,369,-783,1892,4,-3,-499,1,1,42
552,552,0,1,-12,-12,846,14,0,6,1657,-783,1892,4,-401,-135,6,1,49
553,553,0,0,51,-13,1403,-5,0,6,1657,-783,1892,4,-401,-135,6,1,49
554,554,0,1,51,-13,1403,-5,1,6,1678,-783,1892,4,-678,-178,6,1,35
555,555,0,0,157,-3,1014,-10,1,6,1678,-783,1892,4,-678,-178,6,1,35
556,556,0,1,157,-3,1014,-10,0,5,1535,783,-1892,5,-509,-62,5,6,-92
557,557,0,0,759,-9,777,9,0,5,1535,783,-1892,5,-509,-62,5,6,-92
558,558,0,1,759,-9,777,9,0,4,1129,783,-1892,5,-478,256,4,6,-69
559,559,0,0,980,-12,777,9,0,4,1129,783,-1892,5,-478,256,4,6,-69
560,560,0,1,980,-12,777,9,1,4,1107,783,-1892,5,-508,362,4,6,-24
561,561,0,0,925,-3,851,-13,1,4,1107,783,-1892,5,-508,362,4,6,-24
562,562,0,1,925,-3,851,-13,0,4,1063,-1892,783,6,-534,329,4,4,65
563,563,0,0,776,8,871,7,0,4,1063,-1892,783,6,-534,329,4,4,65
564,564,0,1,776,8,871,7,0,3,864,-1892,783,6,-510,281,3,4,97
565,565,0,0,911,15,764,-4,0,3,864,-1892,783,6,-510,281,3,4,97
566,566,0,1,911,15,764,-4,1,3,823,-1892,783,6,-476,355,3,4,170
567,567,0,0,704,0,926,-2,1,3,823,-1892,783,6,-476,355,3,4,170
568,568,0,1,704,0,926,-2,0,3,845,783,1892,7,-535,226,3,3,221
569,569,0,0,-60,4,1090,2,0,3,845,783,1892,7,-535,226,3,3,221
570,570,0,1,-60,4,1090,2,0,3,861,783,1892,7,-515,-179,3,3,256
571,571,0,0,-34,-2,1241,-7,0,3,861,783,1892,7,-515,-179,3,3,256
572,572,0,1,-34,-2,1241,-7,1,3,816,783,1892,7,-588,-195,3,3,336
573,573,0,0,-512,0,813,13,1,3,816,783,1892,7,-588,-195,3,3,336
574,574,0,1,-512,0,813,13,0,3,895,1892,783,0,-307,-370,3,3,337
575,575,0,0,-914,14,27,-5,0,3,895,1892,783,0,-307,-370,3,3,337
576,576,0,1,-914,14,27,-5,0,4,1131,1892,783,0,137,-436,4,3,358
577,577,0,0,-1505,-1,-109,-13,0,4,1131,1892,783,0,137,-436,4,3,358
578,578,0,1,-1505,-1,-109,-13,1,4,1126,1892,783,0,306,-689,4,3,384
579,579,0,0,-683,-11,-386,-2,1,4,1126,1892,783,0,306,-689,4,3,384
580,580,0,1,-683,-11,-386,-2,0,5,1312,1892,783,1,306,-245,5,4,480
581,581,0,0,772,4,-410,6,0,5,1312,1892,783,1,306,-245,5,4,480
582,582,0,1,772,4,-410,6,0,6,1634,1892,783,1,45,433,6,4,510
583,583,0,0,1163,11,-771,-3,0,6,1634,1892,783,1,45,433,6,4,510
584,584,0,1,1163,11,-771,-3,1,6,1671,1892,783,1,135,683,6,4,503
585,585,0,0,526,14,-226,-2,1,6,1671,1892,783,1,135,683,6,4,503
586,586,0,1,526,14,-226,-2,0,7,1829,783,1892,2,0,285,7,6,594
587,587,0,0,-795,5,502,-10,0,7,1829,783,1892,2,0,285,7,6,594
588,588,0,1,-795,5,502,-10,0,1,479,783,1892,2,-59,-466,1,6,499
589,589,0,0,-1225,-9,896,0,0,1,479,783,1892,2,-59,-466,1,6,499
590,590,0,1,-1225,-9,896,0,1,1,450,783,1892,2,-136,-746,1,6,433
591,591,0,0,-341,11,395,11,1,1,450,783,1892,2,-136,-746,1,6,433
592,592,0,1,-341,11,395,11,0,2,512,-1892,783,3,-104,-240,2,1,305
593,593,0,0,963,3,13,13,0,2,512,-1892,783,3,-104,-240,2,1,305
594,594,0,1,963,3,13,13,0,5,1496,-1892,783,3,-231,421,5,1,217
595,595,0,0,1558,-10,1,1,0,5,1496,-1892,783,3,-231,421,5,1,217
596,596,0,1,1558,-10,1,1,1,5,1477,-1892,783,3,-340,699,5,1,148
597,597,0,0,839,7,-314,6,1,5,1477,-1892,783,3,-340,699,5,1,148
598,598,0,1,839,7,-314,6,0,5,1403,783,-1892,4,-31,445,5,5,153
599,599,0,0,43,11,-863,1,0,5,1403,783,-1892,4,-31,445,5,5,153
600,600,0,1,43,11,-863,1,0,2,675,783,-1892,4,391,180,2,5,118
601,601,0,0,6,6,-1354,-10,0,2,675,783,-1892,4,391,180,2,5,118
602,602,0,1,6,6,-1354,-10,1,2,660,783,-1892,4,634,232,2,5,98
603,603,0,0,-268,-12,-1004,-12,1,2,660,783,-1892,4,634,232,2,5,98
604,604,0,1,-268,-12,-1004,-12,0,2,534,-783,1892,5,517,31,2,2,204
605,605,0,0,-577,-1,-844,-12,0,2,534,-783,1892,5,517,31,2,2,204
606,606,0,1,-577,-1,-844,-12,0,0,140,-783,1892,5,491,-140,0,2,192
607,607,0,0,-1162,-10,-774,-6,0,0,140,-783,1892,5,491,-140,0,2,192
608,608,0,1,-1162,-10,-774,-6,1,0,114,-783,1892,5,545,-435,0,2,206
609,609,0,0,-752,-16,-904,-8,1,0,114,-783,1892,5,545,-435,0,2,206
610,610,0,1,-752,-16,-904,-8,0,0,18,1892,-783,6,543,-224,0,0,316
611,611,0,0,-859,5,-856,8,0,0,18,1892,-783,6,543,-224,0,0,316
612,612,0,1,-859,5,-856,8,0,7,1958,1892,-783,6,546,-262,7,0,278
613,613,0,0,-865,-1,-845,-13,0,7,1958,1892,-783,6,546,-262,7,0,278
614,614,0,1,-865,-1,-845,-13,1,7,1830,1892,-783,6,540,-270,7,0,368
615,615,0,0,-672,0,-908,-12,1,7,1830,1892,-783,6,540,-270,7,0,368
616,616,0,1,-672,0,-908,-12,0,7,1920,-783,-1892,7,539,-165,7,7,368
617,617,0,0,-40,-8,-1084,4,0,7,1920,-783,-1892,7,539,-165,7,7,368
618,618,0,1,-40,-8,-1084,4,0,7,1903,-783,-1892,7,509,183,7,7,385
619,619,0,0,203,11,-1170,14,0,7,1903,-783,-1892,7,509,183,7,7,385
620,620,0,1,203,11,-1170,14,1,7,1898,-783,-1892,7,507,305,7,7,407
